gene	32170378_EXO_S26	32161454_EXO_S20	32160526_EXO_S15	32152086_EXO_S7	32151130_EXO_S2	32151185_EXO_S4	32170440_EXO_S27	32152175_EXO_S9	32152337_EXO_S10	32151033_EXO_S1	32170273_EXO_S23	181023-190319_Brain_S29	32152088_EXO_S8	32151825_EXO_S6	32151151_EXO_S3	32170329_EXO_S24	32170337_EXO_S25	32160079_EXO_S13	32152347_EXO_S11	32160791_EXO_S16	32161000_EXO_S17	32160288_EXO_S14	32170032_EXO_S21	32170447_EXO_S28	32160018_EXO_S12	32170073_EXO_S22	32161249_EXO_S19	32151764_EXO_S5	32161037_EXO_S18
hsa-miR-422a	0.0	0.5	0.0	1.0	0.33	0.0	0.5	0.0	0.5	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.5	0.0	2.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5689	39.0	4.0	1.0	0.0	2.0	1.0	17.0	79.0	1.0	0.0	4.0	0.0	0.0	2.0	1.0	16.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	21.0	0.0	23.0	2.0	68.0	2.0
hsa-miR-501-5p	59.0	83.0	0.0	0.0	0.0	44.0	288.0	78.0	81.0	0.0	0.0	138.0	91.0	99.0	157.0	180.0	326.0	0.0	0.0	0.0	100.0	302.0	0.0	131.0	0.0	163.0	29.0	114.0	0.0
hsa-miR-455-5p	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	36.0	63.0	0.0	0.0	11.0	87.0	0.0	0.0	0.0	0.0	28.0	3.0	58.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-11181-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0	1.0
hsa-miR-5680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3152-5p	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-145-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7410.0	0.0	0.0	0.0	1.0	1.0	25.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6737-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-136-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-498-5p	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-936	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-935	0.0	0.0	0.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	1656.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548h-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4666b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-3149	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	18.0	22.0	0.0	0.0	0.0	92.0	23.0	1.0
hsa-miR-892a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	39.0	0.0	59.0	0.0	14.0	0.0	0.0	0.0
hsa-miR-934	105.0	105.0	0.0	44.0	0.0	127.0	123.0	95.0	290.0	0.0	186.0	0.0	0.0	58.0	0.0	45.0	130.0	30.0	1.0	24.0	34.0	163.0	28.0	145.0	0.0	135.0	60.0	0.0	0.0
hsa-miR-4649-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-10396a-5p	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
hsa-miR-128-1-5p	0.0	0.0	0.0	0.0	0.0	0.0	38.0	34.0	0.0	0.0	0.0	2243.0	45.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0
hsa-miR-6728-5p	0.0	0.0	36.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-3146	0.0	28.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-188-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1250-5p	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	148.0	0.0	0.0	32.0	14.0	20.0	0.0	32.0	0.0	107.0	1.0	1.0
hsa-miR-196a-5p	185.0	814.0	21.5	916.6600000000001	78.0	70.0	2030.6599999999999	695.0	1253.66	468.65999999999997	1514.0	1.0	2229.66	939.66	2064.16	2142.0	3467.34	550.66	49.0	31.0	1136.0	1376.66	239.66000000000003	2019.0	0.0	1406.5	441.66	730.0	25.0
hsa-miR-5010-3p	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3692-5p	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7850-5p	0.0	0.0	11.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5001-5p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	90.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
hsa-miR-6869-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6507-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3616-3p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-138-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.0	0.0	0.0	82.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-412-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0
hsa-miR-891b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4691-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3134	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3131	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1306-3p	16.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	14.0
hsa-miR-501-3p	657.0	1388.0	1.0	1367.0	487.0	820.0	2949.33	1640.5	1835.5	821.17	1980.0	3896.33	1447.5	993.83	2657.5	3642.0	3018.67	239.0	349.0	138.5	2470.17	3616.67	511.5	3153.17	166.0	2610.0	1679.0	391.33	56.0
hsa-miR-455-3p	289.0	14.0	0.0	141.0	0.0	76.0	537.0	182.0	187.0	158.0	383.0	1552.0	518.0	115.0	158.0	630.0	335.0	73.0	20.0	0.0	189.0	299.0	0.0	186.0	0.0	286.0	141.0	91.0	17.0
hsa-miR-11181-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3152-3p	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
hsa-miR-6850-5p	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-136-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7952.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
hsa-miR-5584-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-498-3p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-9-5p	407.01	1616.0099999999998	90.0	1029.0	1382.01	1391.01	4920.0	2106.9900000000002	4425.99	1008.0	2011.9900000000002	3682210.99	488.01	681.99	2394.9900000000002	4967.99	4791.0	528.99	540.99	400.99	2361.0	6184.01	413.01	846.0	294.99	5353.99	2007.0	1350.0	6.99
hsa-miR-548h-3p	0.0	0.0	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.0	30.76	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.66	0.0	0.0	0.0
hsa-miR-4649-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-10396a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3125	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	55.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-127-5p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2536.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3122	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
hsa-miR-196a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4738-3p	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3692-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-624-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6817-3p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5001-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-2392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-520f-5p	11.5	0.0	0.0	0.0	33.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	36.5	9.5	0.0	0.0	0.0	7.5	26.0	5.5	0.0	0.0	0.0	0.0	19.0	7.0	0.0
hsa-miR-6808-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-33a-5p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	126.0	17.0	0.0	87.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	31.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-676-3p	0.0	0.0	0.0	0.0	0.0	12.0	26.0	39.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	243.33	0.0	0.0	0.0	32.0	50.0	1.0	0.0	0.0	0.0	28.0	0.0	46.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-3115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-let-7g-5p	14891.07	17095.87	554.58	10630.28	13579.03	11654.08	48107.09	15382.67	27830.15	17640.82	22410.65	763231.85	21778.98	10345.28	18249.52	59043.68	108157.49	5781.17	2860.39	1853.42	18016.6	50931.6	3052.17	30975.44	976.0	23449.62	16488.03	6986.48	344.25
hsa-miR-6761-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	21.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1260b	1670.0	537.0	9.0	309.5	454.0	489.5	2455.0	462.0	468.0	510.5	3293.0	1851.0	1823.5	435.5	954.0	2611.5	8942.0	56.0	39.5	10.0	2345.5	1337.0	201.5	733.0	68.5	791.5	761.0	322.5	29.0
hsa-miR-7114-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-1260a	1654.0	602.0	39.0	281.5	410.0	566.5	2757.0	615.0	560.0	447.5	2955.0	1981.0	1935.5	455.5	1074.0	2583.5	8714.0	47.0	40.5	45.0	2120.5	1495.0	288.5	714.0	88.5	1169.5	619.0	378.5	47.0
hsa-miR-6752-5p	3.0	2.0	4.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2.0	3.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
hsa-miR-196a-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
hsa-miR-10a-5p	79249.5	290701.5	5586.0	126360.0	121394.0	114844.0	431850.5	273144.5	445004.0	240854.0	380697.0	1191.0	148637.5	88302.0	272683.5	447833.33	477441.5	50164.0	52932.0	36736.5	280273.5	535520.0	46994.5	228272.0	16707.5	385637.0	335006.5	77044.0	5084.5
hsa-miR-6850-3p	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7157-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-4762-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5584-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-181a-5p	1041.0	721.0	3.0	487.0	563.0	861.0	3265.0	1278.0	1110.0	541.0	1349.0	392202.0	2044.0	393.0	1190.0	3462.0	4304.0	330.0	91.0	329.0	1190.0	2650.5	255.0	1351.5	300.0	2059.0	1185.0	549.0	3.0
hsa-miR-9-3p	224.01	155.01	6.99	3.99	87.99	370.01	764.0	182.01	837.99	126.99	244.01	593983.01	1.99	159.99	210.99	933.0	939.0	117.0	76.0	43.0	225.0	1235.99	0.0	368.0	17.0	1106.0	279.0	85.0	0.99
hsa-miR-1294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6841-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-519c-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1293	51.0	1.0	11.0	63.0	0.0	74.0	19.0	39.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	47.0	29.0	21.0	73.0	15.0	3.0	83.0	72.0	49.0	0.0	70.0	48.0
hsa-miR-6795-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	13.0
hsa-miR-1291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0
hsa-miR-1290	6.5	0.0	98.0	34.5	91.5	37.0	23.0	7.5	79.0	229.5	39.0	29.5	1038.0	85.0	76.5	375.0	573.0	13.5	140.0	102.5	40.0	29.0	113.0	132.0	0.0	75.0	0.0	13.5	43.5
hsa-miR-489-3p	0.0	58.0	0.0	0.0	0.0	0.0	109.0	2.0	22.0	0.0	51.0	0.0	89.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	89.0	240.0	36.0	93.0	0.0	144.0	0.0	0.0	0.0
hsa-miR-127-3p	0.0	0.0	0.0	0.0	4.0	1.0	26.0	0.0	0.0	0.0	0.0	28180.0	0.0	0.0	78.0	18.0	35.0	0.0	0.0	0.0	0.0	0.0	44.0	19.0	36.0	0.0	0.0	0.0	0.0
hsa-miR-6893-3p	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-888-5p	51.0	101.0	0.0	128.0	222.0	73.0	133.0	0.0	404.0	0.0	352.0	0.0	0.0	86.0	54.0	36.0	250.0	0.0	43.0	0.0	69.0	269.0	1.0	731.0	0.0	102.0	348.0	0.0	1.0
hsa-miR-3186-3p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1295a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
